idx,class,conversation
39,일상 대화,"  용궁 시장 가보신 분 있나여 
  저는 못 가봤습니당 
  어디 있는 거져
  아 당연히 가봤지 
  거기 구경 넘 재밌어!
  아! 삼천포 저 가봤어요
  거기 은근 재밌어 해산물 보는 거 
  삼천포 용궁 시장이요...!
  약간 이름 헷갈렸네 
  옆이 바다라 뷰도 좋고 
  앗 거기 해산물 구경 넘 재밌
  거기 회 뜨러 자주 갔어요~
  낚시도 바로 갈 수 있을걸? 
  거의 아쿠아리움 아닙니까?
  낚시도 바로 갈 수 있나여?
  맞아 
  그런 거 구경 재밌음 
  나 거기 가는 거 넘 좋아해
  아쿠아리움 혹시 사천에 가봤나여 ?
  거기 무슨 포차 거리도 있음"
40,일상 대화,"  감기 조심해 다들 
  코 너무 막힌다
맞아
  나도 씻으면서 코 엄청 흘림 
  나도 지금 감기 기운이 있는 거 같아 
  재채기 엄청 심한 것 같아 
  헐 그럼 너 감기 오고 있나 보네 
  야 너 몸 조심히 하고 다녀 
  그런가?
  그냥 비염 같기도 하고
  아 지금 비염 심해지고 있나 보네 
  한번 병원 가서 검사 받아 봐
  응 환절기라 그런 것 같아 
  소나무 가루 극혐이야
  아 지금 소나무 가루 날리고 있어?
뭐야
  벌써 가루 날리고 있는 거야?
  응  가을이라 그런 것 같더라고
  아 가을 지나면 겨울인데  겨울이 더 싫어
  왜 나는 겨울 좋은데 
  언닌 겨울에 비염 더 심해져?
  나는 비염은 없어
  그냥 추워서 싫어 
맞아
  쟤 추위 엄청 타서 겨울 되면 안 나오더라 "
41,일상 대화,"  여행 어디까지 가봤니?
  여행 가장 먼 곳 어디?
  아직은 멀리 못 가본 듯
  난 국내는 서해안은 안 가본 거 같음
  나 강원도가 가장 먼 곳인 듯
  강원도 너무 멀어
  난 제일 멀리가 멕시코인 듯?
  엘에이가 더 머나...?
  서해안 진짜 좋아
  여러분 가세여~
   와우 나는 최대가 동남아
  서해안에는 갯벌 아닌교
  악 해외로 가면 끝없네 
  유럽 가보고 싶음 
  지구 반대편이 뭐지?
  서해는 해질 떄 진짜 쩔어 
  유럽 그렇게 좋다던뎅
  우리 반대편 칠레 아님?
  우리 반대편 어디야?
   남미 아님 반대편"
42,일상 대화,"  다들 오늘 뭐하고있어?
  뭐하긴 애들이랑 바쁘지
  저도 오늘은 바쁜데요?
  이번주 캠핑 결정 해야지
  아 캠핑 여보가 결정해
  근데 저도 가야 하나요?
  당연히 형님도 가야지
  애들이 이모를 원하거든
  아 나도 쉬어야 할거아냐
  형님 캠핑가서 쉬면되지
  그래 그러면 되겠다
  진짜 피곤해서 둘다 죽는다"
43,일상 대화,"  영양제 꼭 챙겨 먹는거 있어?
  요즘 오메가랑 유산균은 안 빼먹으려고 해
  유산균 꼭 먹어야한다고 하더라
  나도 유산균은 꼭 먹으려고 해
  맞다 루테인도 챙겨먹네
  근데 요거트 먹는 거랑은 달라?
  유산균을 먹어야지 다른 영양제 먹는게 흡수가 잘된데
  요거트는 장까지 못 가는거 아니야?
  아하 나는 신경을 잘 안썼는데 요새 핫하더라고
  아무래도 요거트는  당도 있고 유산균수가 적잖아
  맞아 그냥 약으로 먹는게 건강에 이로울 듯
  당이 있으면 안되겠구나
  면역올리는게 필수라고 하더라구 유산균
  면역 올리는게 진짜 중요하대 지금 먹어야겠다
  면역을 위해서 먹는거라면 필수템이네"
44,일상 대화,"  너네 게이트볼이라는 스포츠 알아?
  처음 들어 보는 것 같아.
  그런 스포츠도 있어?
  응, 나도 얼마 전에 인터넷에서 봤어.
  게이트볼이라는 스포츠도 있구나...
  게이트볼은 어떻게 하는 거야?
  게이트 볼은 남녀노소를 불문하고 모두가 쉽게 즐길 수 있는 스포츠로 막대기 모양의 채로 공을 쳐 게이트에 통과시키며 즐기는 경기야.
  생각보다 간단한 스포츠네.
  맞아, 이해하기는 정말 쉬워.
  넓지 않은 공터만 있으면 바로 할 수 있어.
  게이트 볼에 대해 찾아봐야겠다.
  나도 궁금해서 찾아보고 있는 중이야."
45,일상 대화,"  스트레스는 피부에도 안좋다
  아 이빨을 너무 꽉 깨물었더니 턱도 머리도 아프네 흰머리도 생기고 사각턱이 되겠네
  와 그 습관 진짜 턱 미용에 안좋은건데
  어쩔수 없이 이래된다
  안하도록 주의해야겠네
  사각턱은 미용에 쥐약이지
  큰일나지 턱 깎아야된다
  그래 턱이 미용에 차지하는 비중이 적지가않대이
  겁나 크지 치아교정 하고싶네
  마음편히 먹는게 미용에 최고다
  불가능한 이야기지 "
46,일상 대화,"  와 우지원 딥  point 장난 아니네
  너도 터치 플레이 봤냐?
  몸 관리 엄청 열심히 하나봐
  그러게 말이야, 슛감도 장난 아니야
  지금도 배에 왕자가 있던데?
  그러게, 슛 거리도 뭐 커리 수준이던데?
  슈팅 거리는 커리보다는 좀 짧지
  그래도 지금 나이에 그정도 거리 나가는 거 보면
  오히려 대학시절보다 몸이 더 좋은듯
  그때는 좀 마른 감이 있었지"
47,일상 대화,"  요즘 월새 너무 비싸
  나는 아파트를 갖고 싶어
  집 갖는 거는 모두가 원하는 거 같아
  월세 감당하기 너무 힘들어
  찜질방이 있는 아파트가 좋더라
  나는 헬스장 있는 아파트가 좋아
  전세가 훨씬 좋은 것 같아 
  전세보다는 매매가 좋지
  다 좋은 거 같아 나는
  나도 헬스장 있는 아파트 너무 부러워
  아파트는 시설이 좋아야 해
  치안이 제일 중요해
  우리 집도 가격 올랐으면 좋겠어
  우리 집은 왜 이렇게 안 오를까
  다 오를 거야 조금만 지나면
  맞아 치안 엄청 중요하지 
  치안보다는 이쁜 사람들이 많아야 해
  치안이 제일 중요해 요즘엔"
48,일상 대화,"  오빠 내가 냥이 수제간식 만들어 주면 먹일 수 있음?
  아 그럼 냥이 간식 주면 먹이지!
   근데 좀 먹이기 힘들어 내가 짤주에다 줄 거거든
  짤주? 그럼 그거 짜가지고 먹여야 되는거야?
  어 맞아 오빠 츄르 알지?
  그런 거야
  아아 근데 그게 왜 힘들어 그냥 짜서 주면 되잖아
  그니까
  그래서 내가 짤주에다 담아서 준다니까!
  오케 그럼 그거 줘 냥이 간식으로 챙겨 주게 
   어 근데 흐를 수 있으니까 조심하라는 거야!
  거기에 내가 뚜껑을 하나 만들어 볼게 
   아? 좋은 생각인데?
  이거 근데 뭘로 만들었게~
  너 또 이상한걸로 만들었지!
   엥? 아니야 애기가 먹을 건데 내가 왜!
  아 그럼 내껏만 전에 이상하게 만든 거구나...
   엥? 아니야 이거는 진짜 좋은 재료로 하는 거임!
  무슨 재료가 들어 갔길래 그래 "
49,일상 대화,"  올 겨울에 눈이 많이 내릴까?
  기상청에서는 올 겨울 한파도 눈도 심할거라 예측하고 있어
  이것도 지구온난화와 관련 있어?
  전문가들은 그렇게 말하고 있어
  겨울에 추우면 난방을 더 올리고 그럼 매연은 더 나올건데 참...
  이 악순환이 반복이 되는 거지
  걱정이야 앞으로 지구가 얼마나 더 덥고 추워질지.
  우리 후대는 얼마나 더 힘든 환경이 될지 걱정이야
  모두가 조금씩만 아끼면 좋아질 건데.
  맞아 작은 실천이라도 하자"
50,일상 대화,"  요즘은 성범죄자를 인터넷에서 다 조회가 가능하고, 어디 사는지도 알 수 있잖아
  맞아, 성범죄자 알림e 사이트가 있어서 사람들이 좀 더 성범죄에서 마음 놓고 살게 되었지
  그런데 주소지 정보가 잘못된 경우나 사진이 몇년이 지났는데도
  수정 업데이트가 진행되지 않은 경우들이 있대
  아이고, 그러면 우리가 실제로 맞딱드려도 본인인지 알 수 없을 지도 모르겠네
  그러니까, 조금 무섭다는 느낌이 들어, 제도 정비가 필요해 보인다
  전자발찌를 차고 있음에도 성범죄를 일으켜서 문제가 되기도 했는데,
  정보가 부정확한 것을 알게 되면 그 점을 노리고 또 다른 범죄를 노리는 경우도 생길 것 같아
  맞아. 성범죄자들이 자기의 죄를 뉘우치고 다시는 범죄를 안 저지르는 것이 가장 좋겠지만 말이야
  그러게. 그런데 그것만 믿고 대비를 하지 않다가는 다시 성범죄가 발생할 수 있으니까
  최소한의 안전 장치는 마련해야지
  응, 주기적으로 촬영을 시행해서 업데이트하고 관리를 열심히해서
  사람들이 홈페이지가 있다는 사실만으로도 안전함을 느낄 수 있는 날이 왔으면 좋겠다
  적어도 얼굴을 마주쳤을 떄 인식이 가능할 수 있게 사진을 철저히 업데이트하면
  성범죄 자체도 많이 줄어들 것 같아"
51,일상 대화,"  가정에서 받는 사랑이 중요한 것 같아
  맞아 그게 그 사람인생에 너무 영향이 커
  집에서 사랑받아야 밖에서도 무시당하지 않는 것 같아
  맞아 그 사람 행동에서 은연중에 보이는 것 같아
  누가 나를 정말로 아끼는지 구분할 수 있잖아
  맞아 진심이 더 뚜렷하게 보이지
  애정결핍 없는 사람이 있을까?
  진짜로 사랑받은 사람 몇몇은 없을것 같아
  맞아 결핍은 누구에게나 있는 것 같아
  하지만 그런 결핍이 동기가 되기도 하니까"
52,일상 대화,"  난 스위스 가보고 싶다
  스위스 엄청 좋을 듯 
  시골 여행이 트렌드 아닌가 요즘은 각 나라
  지금 엄마 은퇴 여행 계획해야 하거든
  나도 우리나라 시골 뽀수고 다님 
  난 알프그 가보고 싶어
  어디가 좋으려나...?
  어머니랑 가면 너무 좋겠다~
  시골이 매력 있음
  추천 바랍니당
  해외는 어렵것나
  해외로 갈 거야 여행?
  도시 온갖 공해들 싫어
  해외 가고 싶지 당근 
  함양 은근 좋은데
  시골 여행
  해외는 올해까지는 힘들 듯
  유럽은 넘 인종 차별 심하다 해서 
  함양에 마을카페 안녕이라고 여기 좋아 
  함양 그렇더라  넓고"
53,일상 대화,"  심즈라는 게임 유명하던데 해본 적 있어?
  혹시 집을 짓고 사람을 모으는 게임이야?
  유명하긴 하던데 해볼 기회는 없었어
  마치 내가 세상을 만드는 게임같던데 내용이 엄청 풍부하더라.
  그렇구나. 가상의 공간을 설계하고 꾸미면 재미있을거 같네.
  아직도 하는건가? 최근엔 하는거 들어본적이 없네
  근데 한국사람들은 심즈 안에서도 일하고 회사하고 엄청 부지런해서 게임속에서 피곤하대.
  한국 사람들은 너무 부지런해서 피곤한거 같아.
  역시 한국 사람 종특이라는 말이 괜히 나온게 아니야
  반려동물이 죽고나서 유령이 되어 찾아오기도 한다고 하더라구.
  뭔가 현실적이라 궁금해.
  아무리 아끼는 동물이라도 유령을 만나고 싶진 않네.
  현실적인 것들이 많아서 인기가 많았으니 해보고 싶긴하네"
54,일상 대화,"  나 요즘 즐겨보는 반려동물 유튜브가 있는데 너무 재밌어.
  그래? 어떤 동물 키우는데?
  친칠라 두마리랑 강아지 한마리를 키워.
  친칠라? 되게 생소한 반려동물이다.
  맞아. 처음에 호기심에 봤는데 너무 귀엽고 웃기더라.
  봤을 때 어떤게 웃겼어?
  마치 사람인거처럼 행동하는게 너무 웃겼어.
  나도 한번 봐보고싶다. 나중에 같이 봐보자.
  좋아. 내가 진짜 웃긴거 여러개 보여줄게.
  그래 우리 코드가 비슷해서 재밌겠다."
55,일상 대화,"  휴...정말 답답하다
  뭐가 답답한데?
  일이 잘 안되네
  무슨 일 있어?
  아니. 잘 안풀리는 일이 있어
  일적인 부분이?
  응 요즘 능률이 안오르네
  하긴 그럴 시기가 있지
  그래서 너무 일이 오래 걸려
  그럴땐 잠깐 바람좀 쐬고 와"
56,일상 대화,"  요즘 길가에 나가보면 강아지 산책시키는 사람들이 많이 보이더라고.
  그렇더라. 근데 가끔 목줄 안하고 그냥 풀어놓는 사람들도 있어.
  나도 몇 번 봤어.
  그러면 안되는거 아니야?
  당연히 안되지! 만약 그러다가 물면 어떡하려고?
  그러니까. 애초에 법률적으로도 목줄 안하다가 강아지가 다른 사람을 물면 다 견주 책임이라고 하던대.
  맞아. 그건 당연한거지.
  자기 강아지니 자기가 조심시켜야지.
  그래서 몇몇 견주들은 목줄보다 하네스 같은 몸줄을 하는 경우도 있더라고.
  몸줄? 몸줄이면 목줄처럼 강아지가 스스로 풀지 못하니 조금 더 안전하려나?
  그렇지. 그리고 몸줄이 강아지에게 조금 더 안전하다고 하더라고.
  하긴, 뭐 할 때 마다 목을 잡아당기는 것 보다는 몸을 잡아당기는게 낫겠지."
57,일상 대화,"  영화관 안 간 지 넘 오래임...
  난 귀칼이 마지막
  다음 주 가야 된다 이터널스 나옴
  이번에 마동석 나오는 거 보고 싶은디
  아니구나 모가디슈 보러 갔구나 
  다다음주도 가야 돼 강릉도 나온다규
  이터널스...!  그거 꼭 보고 싶은디
  모가디슈도 잼었는데 
  그니까 마동석 힘 개쎄게 나오던데
  강릉이 뭐여?
  처음 들어
  모가디슈 짱잼
  강릉 유오성 나오는 거 기대 기대
  그니까 깡패 영화 오랜만
  강릉 유오성이 나와?
  친구 아니가 유오성 아자씨 
  유오성이랑 누구더라...
  유명한 얘 또 나오는데
  오 깡패 영화 재밌지
  봐야징 
  그 전참시에서 나왔었는데"
58,일상 대화,"  너는 사촌들이랑 친한 편이야?
  응 나는 고향에 내려가면 사촌들이랑 자주 만나
  그렇구나 나는 사촌 얼굴도 다 까먹었어
  가족이어도 오래 만나지 않으면 알기 힘들지
  맞아 그리고 자주 만날 일이 없어서 더 그래
  가족 잔치같은 행사는 없니 혹시?
  저번에 한 번 할머니 생신 때 모인 적은 있어
  그렇구나 그런 행사가 있을 때 친해져도 좋을 것 같네
  근데 나이차이가 좀 많이 나서 그것도 힘들어
  확실히 친해지기에 애로사항이 있지"
59,일상 대화,"  모닝이라도 사고 싶어 너무
  나는 지하철 타고 출근하고 있어 
  요즘 차 사고 싶어
  이젠 대중교통 너무 싫어
  모닝도 좋은데 그거 살 바엔 돈 좀 보태서 소나타 어때
  나는 무조건 SUV 탈 거야
맞아
  나도 차가 너무 사고 싶어
  근데 소나타 살 바엔 돈 좀 보태서 그랜저 어때
  작은 차는 사고 나면 무서워
  소나타 탈 바에 그랜져 타지?
  suv는 운전하기 어려워 
  요즘 볼보가 그렇게 튼튼하다던데
  그랜져 보다는 제네시스지?
  제네시스 탈 바엔 간지나는 외제차 어때
  제네시스 가격이랑 외제차 가격이랑 비슷해
  이러다 외제차 타겠어? 
  볼보는 튼튼해도 너무 비싸지 않아?
  그렇게 하나씩 단계를 올리는 거지"
