idx,class,conversation
40,일상 대화,"  너네 입시 전형에서 재외국민 전형이 있는거 아니?
  아 그 외국에서 학교 나온 사람들 쓸 수 있는 전형 말하는거지?
  그래 보통 대학교 갈 때 많이 쓰잖아
  응 그런데 그게 대학원 갈때도 따로 전형이 있는 곳이 있더라고
  정말? 그냥 외국에서 몇년 살다오면 대학교부터 대학원 가는 것까지 너무 편한거 아니야?
  그러니까 살다온 나라의 외국어랑 관련된 학과 아니면 모를까
  그러니까... 이번에 친구가 그 전형으로 다른 사람들보다 쉽게 입학하는 거 보니까 조금 현타오려고 해
  그건 그렇지 요즘 대학원도 얼마나 경쟁이 쎈데
  맞아 대학교는 그렇다고 해도 대학원까지는 좀 불공평하다고 생각들 수도 있겠어
  응 신경끄고 나만 열심히 하면 된다고 생각하다고도 좀 억울한 기분이 들기도 하네
  맞아 충분히 그럴 수 있어
  진짜 이래서 다들 유학보내려고 안달인가 보다"
41,일상 대화,"  인라인스케이트 타본 적 있어?
  응 나 되게 잘타
  어떻게 타는거야? 나는 중심을 못 잡겠어
  중심을 잘 집으면되 할수 있어
  그럼 다음에 나좀 가르쳐줘
  그래 언제 알려줄까?
  이번주에 할수 있는지 찾아볼게
  그래 나도 시간 내볼게
  오랜만에 탈 생각하니 기분이 좋다
  나도 오랜만에 탈려니 기대돼"
42,일상 대화,"  너 당구 쳐본 적 있음?
  잘 침?
  키키 나 당구공 세게는 잘 침 하하
  키키 너 친구들이랑 사구 침?
  키키 아니
  나 포켓볼만 많이 쳐봤어
  키키 나도
  역시 포켓볼이 더 재밌는 거 같음
  키키 그치
  사구는 어려운데 포켓볼은 재밌어
  맞아 키키
  근데 나는 포켓볼 하면 맨날 진다,
  능력이 없나 벼,
  키키 나도 잘하진 못해서 친구 따라 이기고 지고 그래 
  키키 너는 그래도 승률이 어느  정도 있잖아
  나는 이여 허허
  오 대박
  나랑 포켓볼 치자 하하
  키키 나 진짜 못 쳐,
  괜찮겠어,?
  키키 그래서 치는 건데?
  원래 못 치는 애들끼리 해야 재밌는 거 알지
  키키 아 인정 
  그거 흰 공으로 치는 거 맞지?
  키키 응 맞아
  우리 둘이 하면 하루종일 안 끝나는 거 아니야? 키키
  키키 아앗 그러면 큰일인데
  일단 짜장면 시켜 먹자!
  키키 헐 완전 좋아
  조만간 치러가자!"
43,일상 대화,"  아 월세 거지에서 벗어나고 싶다
  나는 월세가 좋아 진짜
  키키 나도 내 집 마련 언제 하냐
  너는 월세가 어울려 진짜로 키키
  나는 그래서 월세로 서울 갈래
  나도 월세라도 살고 싶어 얼른 키키
  너 서울 못 올 거 같은데? 키키
  진짜로 월세로 맨날 옮길래 키키
  월세 서울보다는 전세 인천이 낫지 키키
  진짜 너가 멋있다 정말로
  나는 집은 필요없어 키키
  차라리 그 돈으로 차를 사면 돼
  키키 너 산에서 살아 그냥 키키
  이게 욜로의 삶이야 진짜로 키키
  집 없이 어디서 살려고 키키
  에고 다음에 얼굴이나 보자고 키키
  진짜로 너네도 해 봐
  진짜 키키
  욜로 욕 많이 먹던데 요새 키키"
44,일상 대화,"  요즘은 게임 학원도 있더라?
  나도 들어본 것 같아.
  나는 처음 들어본 것 같아. 신기해.
  프로게이머가 꿈인 아이들이 다니나 봐.
  게임 잘하고 싶은 일반인들도 다닌다고 하던데.
  학원에서 게임을 한다는 거잖아. 진짜 재밌겠다.
  프로게이머 준비하는 애들은 잘해야 한다는 생각에 마냥 즐거워하지는 않을걸?
  맞아, 걔네들도 스트레스가 많을 거야.
  아, 정말 그럴 수도 있겠다.
  기회가 된다면 그런 학원에 다니고 싶어.
  나도, 게임 잘하면 좋잖아.
  나는 방학 쯤에 한 번 다녀봐야겠어."
45,일상 대화,"  미국도 실업률 높대 지금
  중국에서 아이돌 규제 정책에 대한 이야기를 들어봤니?
  일본에 오늘 지하철 난리 난 거 봤어?
  세계적으로 난리더라구 
맞아
  미국도 빈부격차가 엄청나다고 하더라
  누가 조커 분장하고 불을 지르고 그랬대
  일본? 무슨 일 있어?
  궁금해
  나도 놀랐어 미국에 노숙자가 그렇게 많다는 게
  빈부격차는 왜 생겨나는 걸까?
  헐? 미쳤구나 일본 완젼
  일본에서 조커를 이제야 본 게 아닐까
  일본은 정말 희한한 나라야
  미국은 너무 심해 빈부격차가,
  미국은 마냥 잘 살고 모두가 평등한 나라인 줄 알았거든...
  근데 그 사람 인터뷰가 더 소름 끼쳐
  일본은 알다가도 모르겠어, 키키
  인터뷰에서 뭐랬는데?
  미국에 빈부격차가 제일 큰 도시가 어디야?"
46,일상 대화,"  난 모든  게임을 다 좋아해
  나도 다 좋아해 하하
  키키 플스하러 언제 옴 키키
  특히 옛날에는 아이러브 커피 좋아했음
  근데 리니지같은거는 별로
  오빠 가 사줌? 플스?
  아 플스 하러 언제 가지
  난 롤플레잉 싫어하는 듯 하하
  이제 사줄 때 됐는데
  플스 보다 낚시 가고 싶다
  플스 안 사줌 말 뿐임 하하
  돈도 많이 벌었겠다 키키
  랑 낚시 가고 싶음...
  말만 맨날 함 안 사줌 하하
  아 그래 그거 좀 갠춘한 듯
  근데 할 시간이 없잖슴?
  랑 낚시 가 하하
  우린 그거 옆에서 치맥"
47,일상 대화,"  월요일부터 회사가 정상으로 돌아 갈 것 같아요
  정상으로 돌아간다는 것은 어떤 것인가요?
  이제 본격적인 업무를 시작하시는군요
  이사하느라고 발주랑 이것 저것 미뤘거든요
  미룬 것을 다 하시려면 힘드시겠습니다.
  화이팅입니다
  왠지 또 정리가 다 안되서 안 될 것도 같아요
  번아웃이 안 되길 바랍니다.
  이사는 정말 힘든 것 같아요
  저한테는 왜 일이 항상 많은 지 모르겠어요
  일복이 많은 분이신 것 같습니다.
  요즘 같은 바쁜시기 지나가면 좀 쉬세요"
48,일상 대화,"  엄마 어제 맨유가 경기를 좀 격하게 했어
  어떻게 격하게 했는데?
  옐로우 카드 받은 선수들이 한 둘이 아니야
  몸싸움이 심했나 보네
  응. 지고 있어서 그럴 수밖에 없었나 봐
  부상당한 선수 있니?
  응. 리버풀 선수 한 명이 부상당해서 실려갔어
  어떡하니
  그러게. 큰 부상이 아니었으면 좋겠다"
49,일상 대화,"  요즘 전기차도 예쁘게 나오더라.
  차 보고 있어?
  그냥 내 동생이 차 구경하길래 따라다녔어
  키키 동생이 차 산대?
  응 고민하다가 니로로 결정했더라고.
  아 니로? 나도 그거 예쁘다고 생각했어.
  오 너도 차 잘 아네?
  응응 연비도 꽤 괜찮았던거로 기억하는데
  응응 그래서 그냥 니로로 계약했더라
  오 궁금하다!"
50,일상 대화,"  우리 학교 학생들은 참 착했어
  그니까 학교 애들 다 착함
  아 고등학교 떄?
  맞아 키키
  맞지?
  다른 학교에 비해서
  좋은 학교였지 우리 학교
  일진이 아예 없었음 키키
  우리 고등학교 짱이였어
  진짜 다들 잘지내고 키키
  평화롭고 자연주읰 키키
  착한 애들밖에 없구 
  진짜 다시 돌아가고 싶다 여고 시절
  생각해보면 학교가 좋았음 키키
  가 젤까진 애였던 듯... 하하
  독서실도 핵 꿀잼이였는데
  넘나 평화롭고 운동장 돌고 키키
  마자... 학생이고 싶다 
  아니야
  난 착했다규 키키
  지금 돌아가면 더 잘 지낼 듯 키키"
51,일상 대화,"  너는 첫째 언니가 용돈 줘?
  가끔? 월급 받으면 주지
  헐 신기하다 나는 절대 안 주던데
  주라고 해 봐 키키 나는 청소해놓으면 줘
  아 그럴 땐 주긴 준다
  인터넷에서처럼 막 오육십짜리 비싼 거 사주진 않고
  내 말의 요점을 완전 완벽하게 이해했구만
  그리고 첫째보단 둘째가 더 많이 줘
  신기하다 너 아래에 동생 하나 있었던가?
  엉 남동생 하나. 말 드럽게 안 들어"
52,일상 대화,"  우리 결혼은 할 수 있겠지?
  여자친구 사귀는 게 먼저인 거 같아
  결혼은 우리 가족의 큰 도움이 돼
  좋은 남편이 돼야 해 우린
  년째 없는데 대체 여자는 어디서 만나는지 까먹었어
  여자친구랑 결혼할 거야 나는 향후에
  여친은 당연 먼저 사귀어야 해 키키
  혹시 너네 설거지론이라고 아니?
  너는 전 여친한테 연락해봐
  나도 여친은 지금 있어 하하
  난 결혼에 대해서 회의적이야...
  들어봤어
  퐁퐁남이라고도 하던데?
  결혼 신중해야 해 항상
  그러니까...
  우린 퐁퐁남이 되지 말자구
  결혼은 지금은 모르겠지만 대에 꼭 필요해
  좋은 여자를 만나야 해 우린
  물론 이건 너네 같은 인기남들에겐 해당이 안 돼.
  퐁퐁남인지 아닌지 알 수 있는 방법이 있을까?"
53,일상 대화,"  사촌언니 사업 구상 중이래.
  사촌언니는 대학 졸업 했어?
  이제 졸업반이야.
  졸업하고 바로 시작하실 거구나.
  보니까 그런 것 같아.
  어떤 사업 하신대?
  들었는데 사업상 비밀이야.
  이러니까 더 궁금하다.
  사실 잘 될지는 잘 모르겠어.
  가족이니까 응원해 주자!"
54,일상 대화,"  부모님은 일 시작한 지 얼마나 되셨어?
  이번에 년 됐다고 들은 거 같아 !
  아 진짜?
  어쩌다가 시작하게 되신 거래?
  별 이유는 없고 그냥 이런저런 사업 하시다가 정하셨어 키키
  그렇구나 키키
  그 전에는 두 분 다 직장 다니셨고?
  키키 응 직장 은퇴하고 여러가지 하셨었어 !
  그렇구나
  어떤 거 하셨는데?
  나 어렸을 땐 마트도 하셨다고 그랬었어 키키
  다른 장사도 하고
  와 대박 키키
  진짜 부모님 능력 좋으시다
  이제는 지금 하는 일로 정착하신 건가?
  키키 그치
  응응 이게 마지막이라고 그러시더라구
  와 대박 키키
  그래도 음식점은 잘만 되면 정년이 없으니까!
  키키 맞지!
  돈 좀 벌다가 힘들면 농촌 가서 사실꺼래 키키
  아 키키 귀농하신다는 건가!?
  귀여우시당 키키
  키키 가서는 쉬엄쉬엄 편하게 지내고 싶다 하시더라구
  키키 오 좋지
  너가 옆에서 열심히 도와드려~
  키키 이제 내가 많이 도와드려야지 ~"
55,일상 대화,"  다들 호텔 델루나 드라마 봤어?
  아니 나 그거 아직 안 봄 키키
  키키 나도 그건 안봤어
  재밌어 그거?
  호텔 델루나 봐봐 얼른 진짜 재밌어 
  응 그거 재밌다고 그러더라 키키
  키키 안그래도 주변에서 엄청 얘기하긴 하더라
  아직도 안 봤다니  근데 조금 무서워 키키
  키키 맞아 아이유 분위기도 장난 아닌 듯
  키키 무서운게 있어?
  어떤 내용인데? 키키
  호텔에서 귀신들 나와 키키 가끔 무서워 키키
  아 맞아 그거 귀신 다루는 드라마지 키키
  아 키키 귀신 나오는 드라마였구나 재밌겠다
  응  귀신들 엄청 많이 나와 키키
  난 귀신 나오는 거 오나귀 하나 봄 키키
  키키 오나귀도 페북에 엄청 영상 많이 올라오던데
  그거랑 귀신들이 차원이 틀리더라 
  맞아 오나귀 재밌어 키키
  다음에 호텔 델루나 봐볼게
  키키 나도 시간나면 호텔 델루나 봐볼게"
56,일상 대화,"  우리나라는 그래도 사망자는 적잖아
  그런가 인구가 적어서 확률상 그런 거 아니야?
  그렇지 다행이긴 해
  미국은 사망자 엄청 나옴...!
  다른 나라 보니까 겁나게 죽긴 하더라
  땅떵이가 커서 그런 거야?
  인구 대비 우리가 엄청 낮대
  여자친구 친구 확진됐었는데 진짜 아프대
  k방역 든든해!
  음 거기 넘 비만이 많아서 그런 거 아니냐...
  키키 비만이랑 그거랑 뭔 상관이래
  비만이랑은 쫌...
  아 진짜? 확진자가 있었어? 세상에나
  그니까 열이 도 넘어가니까 정신을 못 차리겠더래
  확진자가 진짜 아프댔어
  음 비만은 만병의 근원이여... 플러스 스트레스
  나도 그렇게 될까 진짜 무서움
  스트레스도 인정"
57,일상 대화,"  혹시 화장품을 고를 때 고르는 기준 같은거 있어?
  나는 인터넷에서 샀는데 후기를 꼼꼼히 보고 샀어.
  난 주변 친구들에게 물어 보거나 부모님께 여쭈어 봐.
  나는 향 나는걸 좋아하는편이라서 향도 보고 사는편이야~
  향 좋지! 나도 좋은 향기 나는 걸 좋아해서 샴푸도 향기 좋은 샴푸 사고 향수들도 몇 개 있어
  나도 향수에 관심이 많은데 신기하다
  향기가 좋으면 진짜 여러모로 첫인상도 좋고 그런 느낌이더라.
  남자향수는 비슷비슷한 느낌이던데 뭔가 진한 향기!
  나는 진하고 아저씨 스킨 같은 향은 싫어해서 중성적인 향이 나는 향수를 사!
  나도... 남자 향수는 뭔가 목욕탕 향수 같아서 나는 여자 향수 뿌릴 때도 많아.
  다양한 향이 있더라고.
  맞아 그냥 일반 바디로션만 발라도 좋은향기 날때가 있더라구
  아 맞다! 그래서 나는 핸드크림도 향 좋은 제품으로 사서 써!
  요즘 손이 건조한 계절이라 핸드크림 사야 하는데, 고르는 요령이라도 있어?
  나는 손에 뭐 발랐을 때 끈적거리는 느낌이 없는게 좋아!
  뭔가 남아있는 기분이 들면 별로인거 같아
  나도 이랑 같은 생각이야!
  그리고 나는 리뷰 개수나 평점, 그리고 리뷰 내용들을 꼼꼼히 잘 살펴보고 사는 편이야!
  그렇구나. 아무거나 막 샀는데 앞으론 신경 좀 써야겠다."
58,일상 대화,"  기차여행을 해본적이 있으세요?
  네 기차타고 서울부산 왕복해본적이 있어요.
  KTX였나요?
  네 KTX가 정말 빠르더군요.
  맞아요. 저는 학창시절에 무궁화열차 타고 춘천으로 여행갔던게 기억에 남네요.
  아 낭만이 있으셨네요. 기차안에서 음식도 팔았나요?
  네 삶은 계란이랑 식혜를 사먹었는데 그맛이 아직도 잊혀지지 않네요.
  아 그렇군요. 요즘은 코로나 때문에 기차에서 음식을 못판다고 들었어요.
  네 아마 그런 것 같아요.
  저도 갑자기 기차여행을 떠나고 싶네요."
59,일상 대화,"  너 히치하이킹 해본 적 있어?
  아니, 늘 차를 준비해가서 해본 적 없어
  해외 영화에서 보면 가끔 나오잖아, 그 때 봤을때에는 모르는 사람을 뭘 믿고 태우나 싶었거든?
  응, 타는 사람 입장에서도 안전에 문제가 있을 수 있지, 양쪽의 입장 모두 불안해서 나는 못 할거 같아
  그런데 한번 히치하이킹을 해보고 나니 생각이 조금 바뀌었어
  어머, 언제 히치하이킹을 해봤대
  친구랑 버스로 여행을 다녔는데 길을 잃어버린거야
  아이고, 위험했겠네. 그래서 지나가던 사람에게 도움을 요청했구나?
  어떤 아저씨께서 우리가 계속 우왕좌왕하는게 눈에 밟히셨는지 먼저 태워주시겠다고 하셨어
  오, 정말 좋은 어른을 만났구나!"
